route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
"SB",8,5247,"Wall St./Pier 11 Limited",3503,1,35,125
"SB",8,5248,"Wall St./Pier 11 Limited",3505,1,35,125
"SB",8,5249,"Wall St./Pier 11 Limited",3507,1,35,125
"SB",8,5250,"Wall St./Pier 11 Limited",3509,1,35,125
"SB",8,5251,"Wall St./Pier 11 Limited",3511,1,35,125
"SB",8,5252,"Wall St./Pier 11 Limited",3513,1,35,125
"SB",8,5253,"Wall St./Pier 11 Limited",3515,1,35,125
"SB",8,5254,"Wall St./Pier 11 Limited",3517,1,35,125
"SB",8,5255,"Wall St./Pier 11 Limited",3519,1,35,125
"SB",8,5256,"Wall St./Pier 11 Limited",3521,1,35,125
"GI",8,5257,"Governors Island",7129,0,71,76
"GI",8,5258,"Governors Island",7131,0,71,76
"ER",2,5259,"Hunters Point South",1301,1,13,82
"ER",2,5260,"Hunters Point South",1401,1,14,82
"ER",2,5261,"Hunters Point South",1501,1,15,82
"ER",2,5262,"Hunters Point South",1102,1,11,82
"ER",2,5263,"Hunters Point South",1202,1,12,82
"ER",2,5264,"Hunters Point South",1303,1,13,82
"ER",2,5265,"Hunters Point South",1403,1,14,82
"ER",2,5266,"Hunters Point South",1503,1,15,82
"ER",2,5267,"Hunters Point South",1104,1,11,82
"ER",2,5268,"Hunters Point South",1204,1,12,82
"ER",2,5269,"Hunters Point South",1305,1,13,82
"ER",2,5270,"Hunters Point South",1505,1,15,82
"ER",2,5271,"Hunters Point South",1106,1,11,82
"ER",2,5272,"Hunters Point South",1307,1,13,82
"ER",2,5273,"Hunters Point South",1507,1,15,82
"ER",2,5274,"Hunters Point South",1108,1,11,82
"ER",2,5275,"Hunters Point South",1309,1,13,82
"ER",2,5276,"Hunters Point South",1509,1,15,82
"ER",2,5277,"Hunters Point South",1110,1,11,82
"ER",2,5278,"Hunters Point South",1311,1,13,82
"ER",2,5279,"Hunters Point South",1511,1,15,82
"ER",2,5280,"Hunters Point South",1206,1,12,82
"ER",2,5281,"Hunters Point South",1112,1,11,82
"ER",2,5282,"Hunters Point South",1405,1,14,82
"ER",2,5283,"Hunters Point South",1313,1,13,82
"ER",2,5284,"Hunters Point South",1513,1,15,82
"ER",2,5285,"Hunters Point South",1208,1,12,82
"ER",2,5286,"Hunters Point South",1114,1,11,82
"ER",2,5287,"Hunters Point South",1407,1,14,82
"ER",2,5288,"Hunters Point South",1315,1,13,82
"ER",2,5289,"Hunters Point South",1210,1,12,82
"ER",2,5290,"Hunters Point South",1409,1,14,82
"ER",2,5291,"Wall St./Pier 11",1101,0,11,81
"ER",2,5292,"Wall St./Pier 11",1201,0,12,81
"ER",2,5293,"Wall St./Pier 11",1302,0,13,81
"ER",2,5294,"Wall St./Pier 11",1402,0,14,81
"ER",2,5295,"Wall St./Pier 11",1502,0,15,81
"ER",2,5296,"Wall St./Pier 11",1103,0,11,81
"ER",2,5297,"Wall St./Pier 11",1203,0,12,81
"ER",2,5298,"Wall St./Pier 11",1304,0,13,81
"ER",2,5299,"Wall St./Pier 11",1404,0,14,81
"ER",2,5300,"Wall St./Pier 11",1504,0,15,81
"ER",2,5301,"Wall St./Pier 11",1105,0,11,81
"ER",2,5302,"Wall St./Pier 11",1205,0,12,81
"ER",2,5303,"Wall St./Pier 11",1306,0,13,81
